"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","06-May-2016","       2470.30","       2465.00","       2484.30","       2431.00","       2479.00","       2473.40","       2456.60","     442799","          1087778645.55","      29141","     247145","         55.81"
"TCS","EQ","09-May-2016","       2473.40","       2473.40","       2518.00","       2456.40","       2514.60","       2512.55","       2499.22","     910638","          2275885334.45","      50476","     553930","         60.83"
"TCS","EQ","10-May-2016","       2512.55","       2515.00","       2533.95","       2496.00","       2522.90","       2522.90","       2515.63","     579267","          1457224317.35","      47846","     296598","         51.20"
"TCS","EQ","11-May-2016","       2522.90","       2500.00","       2525.60","       2490.00","       2524.80","       2518.30","       2514.08","     799358","          2009648151.90","      37888","     504838","         63.16"
"TCS","EQ","12-May-2016","       2518.30","       2520.55","       2569.90","       2520.55","       2566.00","       2566.20","       2554.51","     756541","          1932590566.45","      52202","     437035","         57.77"
"TCS","EQ","13-May-2016","       2566.20","       2565.00","       2566.00","       2510.15","       2525.00","       2523.40","       2530.28","     810865","          2051718778.45","      36862","     485088","         59.82"
"TCS","EQ","16-May-2016","       2523.40","       2538.00","       2564.80","       2522.50","       2552.75","       2551.15","       2543.39","     555763","          1413523384.30","      38211","     306818","         55.21"
"TCS","EQ","17-May-2016","       2551.15","       2564.20","       2591.25","       2552.00","       2570.00","       2570.20","       2572.85","     878349","          2259857856.80","      75704","     604405","         68.81"
"TCS","EQ","18-May-2016","       2570.20","       2565.85","       2565.85","       2526.05","       2553.00","       2551.10","       2543.29","     750370","          1908411835.35","      48191","     447136","         59.59"
"TCS","EQ","19-May-2016","       2551.10","       2555.00","       2560.00","       2526.10","       2555.00","       2556.95","       2548.52","     519396","          1323692275.05","      38811","     317123","         61.06"
"TCS","EQ","20-May-2016","       2556.95","       2542.30","       2565.80","       2522.80","       2529.90","       2529.30","       2542.91","     615459","          1565057535.90","      43356","     393072","         63.87"
"TCS","EQ","23-May-2016","       2529.30","       2544.00","       2545.90","       2480.20","       2483.00","       2491.45","       2510.13","     766508","          1924036943.55","      27319","     539677","         70.41"
"TCS","EQ","24-May-2016","       2491.45","       2484.00","       2488.25","       2459.60","       2468.60","       2467.70","       2467.63","     669579","          1652275660.35","      30007","     520162","         77.68"
"TCS","EQ","25-May-2016","       2467.70","       2481.00","       2532.95","       2481.00","       2520.95","       2526.45","       2514.12","     774339","          1946783700.20","      26986","     603628","         77.95"
"TCS","EQ","26-May-2016","       2526.45","       2530.00","       2564.90","       2505.10","       2560.00","       2548.70","       2537.20","     971624","          2465202922.30","      59703","     696644","         71.70"
"TCS","EQ","27-May-2016","       2548.70","       2553.15","       2579.85","       2550.60","       2577.00","       2572.65","       2566.93","     552338","          1417814940.40","      44676","     282889","         51.22"
"TCS","EQ","30-May-2016","       2572.65","       2583.00","       2641.95","       2582.00","       2636.05","       2636.40","       2617.50","     674732","          1766111536.45","      46344","     371709","         55.09"
"TCS","EQ","31-May-2016","       2636.40","       2640.00","       2647.00","       2562.00","       2567.50","       2569.40","       2581.37","    1861304","          4804709389.70","      84299","    1333274","         71.63"
"TCS","EQ","01-Jun-2016","       2569.40","       2571.20","       2645.00","       2571.00","       2633.90","       2633.55","       2625.05","     955971","          2509470849.20","      67647","     573454","         59.99"
"TCS","EQ","02-Jun-2016","       2633.55","       2600.00","       2654.30","       2600.00","       2654.00","       2650.15","       2635.94","     704378","          1856699431.40","      57624","     408196","         57.95"
"TCS","EQ","03-Jun-2016","       2650.15","       2651.40","       2658.00","       2620.50","       2628.00","       2629.55","       2631.87","     777461","          2046178881.75","      59436","     555925","         71.51"
"TCS","EQ","06-Jun-2016","       2629.55","       2620.50","       2639.00","       2603.20","       2610.00","       2612.50","       2618.59","     661013","          1730919629.55","      35241","     416399","         62.99"
"TCS","EQ","07-Jun-2016","       2612.50","       2614.00","       2639.00","       2613.00","       2631.60","       2631.15","       2628.62","     601097","          1580055394.90","      43777","     400449","         66.62"
"TCS","EQ","08-Jun-2016","       2631.15","       2617.25","       2628.55","       2605.50","       2615.00","       2613.10","       2615.77","     469133","          1227142241.65","      26407","     310877","         66.27"
"TCS","EQ","09-Jun-2016","       2613.10","       2622.40","       2622.40","       2555.20","       2581.90","       2577.25","       2581.13","     781069","          2016042632.05","      51060","     485172","         62.12"
"TCS","EQ","10-Jun-2016","       2577.25","       2566.00","       2603.25","       2553.20","       2554.00","       2555.75","       2571.67","     698416","          1796098182.05","      46466","     419054","         60.00"
"TCS","EQ","13-Jun-2016","       2555.75","       2540.00","       2553.35","       2518.00","       2545.25","       2547.00","       2538.25","     514989","          1307170875.45","      32894","     290396","         56.39"
"TCS","EQ","14-Jun-2016","       2547.00","       2558.95","       2558.95","       2518.25","       2540.00","       2534.85","       2531.47","     488785","          1237344284.00","      55026","     308524","         63.12"
"TCS","EQ","15-Jun-2016","       2534.85","       2530.00","       2564.90","       2522.00","       2558.50","       2556.85","       2540.82","     635422","          1614492174.20","      52990","     434986","         68.46"
"TCS","EQ","16-Jun-2016","       2556.85","       2545.55","       2564.70","       2516.45","       2557.00","       2558.30","       2539.78","     572535","          1454113954.05","      59808","     354886","         61.99"
"TCS","EQ","17-Jun-2016","       2558.30","       2559.00","       2610.00","       2559.00","       2600.00","       2602.60","       2590.05","     939494","          2433336684.35","      46942","     678061","         72.17"
"TCS","EQ","20-Jun-2016","       2602.60","       2602.60","       2668.00","       2591.80","       2657.00","       2659.30","       2647.08","     936419","          2478779488.85","      50886","     622902","         66.52"
"TCS","EQ","21-Jun-2016","       2659.30","       2663.50","       2665.00","       2641.40","       2646.00","       2651.20","       2650.08","     513845","          1361728432.60","      28193","     354624","         69.01"
"TCS","EQ","22-Jun-2016","       2651.20","       2650.00","       2677.70","       2631.75","       2661.05","       2667.65","       2660.15","     880856","          2343205233.40","      44125","     553164","         62.80"
"TCS","EQ","23-Jun-2016","       2667.65","       2655.00","       2659.50","       2625.30","       2644.45","       2645.35","       2642.78","     698507","          1846002543.75","      54736","     449412","         64.34"
"TCS","EQ","24-Jun-2016","       2645.35","       2565.15","       2593.20","       2514.15","       2568.00","       2573.95","       2559.15","    1883293","          4819631293.95","      62715","    1172473","         62.26"
"TCS","EQ","27-Jun-2016","       2573.95","       2547.00","       2547.00","       2482.65","       2496.70","       2495.85","       2499.20","    2136283","          5338993014.80","     138232","    1462323","         68.45"
"TCS","EQ","28-Jun-2016","       2495.85","       2495.85","       2502.90","       2458.40","       2464.00","       2463.95","       2479.12","    2249762","          5577424971.25","     114662","    1754654","         77.99"
"TCS","EQ","29-Jun-2016","       2463.95","       2475.00","       2512.50","       2465.30","       2500.00","       2502.90","       2489.12","    1265632","          3150311553.80","      64129","     904197","         71.44"
"TCS","EQ","30-Jun-2016","       2502.90","       2522.00","       2562.90","       2500.35","       2548.05","       2553.10","       2532.82","    2560906","          6486314138.05","     103449","    1864313","         72.80"
"TCS","EQ","01-Jul-2016","       2553.10","       2562.00","       2564.60","       2494.35","       2498.75","       2500.85","       2526.66","    1098648","          2775910959.00","      55236","     662614","         60.31"
"TCS","EQ","04-Jul-2016","       2500.85","       2516.00","       2525.85","       2482.00","       2485.35","       2494.20","       2507.92","     941742","          2361812587.55","      50480","     520381","         55.26"
"TCS","EQ","05-Jul-2016","       2494.20","       2494.20","       2497.05","       2477.15","       2480.20","       2485.30","       2485.94","     779874","          1938717442.15","      41404","     504496","         64.69"
"TCS","EQ","07-Jul-2016","       2485.30","       2487.70","       2491.85","       2425.00","       2428.00","       2429.80","       2452.12","    1658400","          4066588669.55","      99668","    1234800","         74.46"
"TCS","EQ","08-Jul-2016","       2429.80","       2435.00","       2442.05","       2403.50","       2430.10","       2426.60","       2425.89","    1228178","          2979419611.15","      68484","     747989","         60.90"
"TCS","EQ","11-Jul-2016","       2426.60","       2430.00","       2471.80","       2427.00","       2469.00","       2464.15","       2455.17","     771816","          1894940180.80","      55531","     431022","         55.85"
"TCS","EQ","12-Jul-2016","       2464.15","       2471.70","       2475.00","       2435.85","       2463.50","       2464.95","       2456.78","     732768","          1800249503.05","      45288","     410373","         56.00"
"TCS","EQ","13-Jul-2016","       2464.95","       2478.00","       2499.25","       2451.25","       2485.00","       2493.10","       2485.60","    1051150","          2612735736.35","      45710","     609172","         57.95"
"TCS","EQ","14-Jul-2016","       2493.10","       2486.00","       2529.00","       2471.00","       2520.00","       2521.90","       2506.46","    1349994","          3383702712.40","      66642","     750255","         55.57"
"TCS","EQ","15-Jul-2016","       2521.90","       2517.00","       2527.80","       2426.55","       2445.00","       2445.35","       2464.20","    4168183","         10271219349.75","     156804","    2143541","         51.43"
"TCS","EQ","18-Jul-2016","       2445.35","       2447.00","       2469.00","       2430.60","       2431.15","       2433.45","       2444.65","    1299425","          3176641794.85","      66016","     872031","         67.11"
"TCS","EQ","19-Jul-2016","       2433.45","       2427.50","       2472.80","       2427.50","       2466.00","       2466.20","       2452.39","    1181448","          2897373190.60","      77753","     842826","         71.34"
"TCS","EQ","20-Jul-2016","       2466.20","       2450.00","       2502.50","       2448.15","       2493.00","       2494.95","       2488.38","    1407626","          3502708967.45","      95969","     985522","         70.01"
"TCS","EQ","21-Jul-2016","       2494.95","       2489.50","       2519.50","       2464.45","       2506.00","       2506.05","       2492.08","    1263574","          3148924110.40","      91340","     816810","         64.64"
"TCS","EQ","22-Jul-2016","       2506.05","       2498.90","       2524.00","       2492.00","       2514.95","       2515.10","       2510.50","     758608","          1904487472.60","      65567","     400661","         52.82"
"TCS","EQ","25-Jul-2016","       2515.10","       2512.00","       2563.20","       2505.80","       2555.00","       2558.95","       2539.84","     844398","          2144638636.50","      84598","     563213","         66.70"
"TCS","EQ","26-Jul-2016","       2558.95","       2558.95","       2568.00","       2533.00","       2550.00","       2552.60","       2547.81","    1155645","          2944362581.65","      97504","     853391","         73.85"
"TCS","EQ","27-Jul-2016","       2552.60","       2555.00","       2580.40","       2545.00","       2578.00","       2577.55","       2570.12","     875255","          2249514103.75","      72548","     613572","         70.10"
"TCS","EQ","28-Jul-2016","       2577.55","       2580.50","       2629.55","       2577.05","       2614.20","       2619.25","       2601.74","    2316040","          6025726969.70","      96943","    1873646","         80.90"
"TCS","EQ","29-Jul-2016","       2619.25","       2614.00","       2634.90","       2599.00","       2624.90","       2619.30","       2618.80","    1244042","          3257901003.85","      79709","     855384","         68.76"
"TCS","EQ","01-Aug-2016","       2619.30","       2632.00","       2725.00","       2632.00","       2702.60","       2708.25","       2696.68","    1980852","          5341716553.35","      88196","    1217019","         61.44"
"TCS","EQ","02-Aug-2016","       2708.25","       2702.90","       2715.70","       2689.80","       2703.80","       2699.20","       2702.65","    1289081","          3483935382.20","     101312","     937146","         72.70"
"TCS","EQ","03-Aug-2016","       2699.20","       2686.00","       2699.00","       2649.05","       2649.05","       2656.30","       2666.45","    1147351","          3059356734.70","      86554","     742080","         64.68"
"TCS","EQ","04-Aug-2016","       2656.30","       2670.00","       2682.95","       2636.25","       2658.00","       2652.00","       2656.13","     707708","          1879761561.65","      47274","     417545","         59.00"
"TCS","EQ","05-Aug-2016","       2652.00","       2673.90","       2684.30","       2632.00","       2643.45","       2649.10","       2657.26","     934242","          2482521653.00","      62736","     573462","         61.38"
"TCS","EQ","08-Aug-2016","       2649.10","       2640.00","       2668.00","       2629.05","       2655.00","       2649.50","       2651.83","    1029122","          2729060314.25","      65630","     731432","         71.07"
"TCS","EQ","09-Aug-2016","       2649.50","       2658.00","       2659.80","       2578.85","       2654.45","       2650.20","       2645.82","    1130957","          2992303331.20","     133349","     846363","         74.84"
"TCS","EQ","10-Aug-2016","       2650.20","       2651.00","       2682.00","       2648.00","       2676.00","       2675.40","       2671.88","    1031039","          2754807946.10","      61590","     758422","         73.56"
"TCS","EQ","11-Aug-2016","       2675.40","       2665.55","       2715.00","       2665.55","       2706.85","       2709.90","       2702.48","    1116569","          3017506737.25","      72571","     772611","         69.20"
"TCS","EQ","12-Aug-2016","       2709.90","       2705.00","       2744.80","       2702.05","       2740.00","       2738.45","       2732.86","    1163679","          3180176255.45","      85247","     882770","         75.86"
"TCS","EQ","16-Aug-2016","       2738.45","       2738.00","       2740.00","       2673.85","       2700.00","       2691.70","       2709.24","    1591877","          4312775600.65","     116813","    1171765","         73.61"
"TCS","EQ","17-Aug-2016","       2691.70","       2699.00","       2699.00","       2618.00","       2628.00","       2624.55","       2641.55","     924283","          2441537139.85","      68405","     533042","         57.67"
"TCS","EQ","18-Aug-2016","       2624.55","       2635.00","       2657.55","       2630.10","       2631.00","       2638.55","       2648.64","     646032","          1711106603.10","      47877","     473218","         73.25"
"TCS","EQ","19-Aug-2016","       2638.55","       2640.00","       2646.45","       2600.00","       2602.60","       2603.50","       2610.69","    1208122","          3154028235.45","      59756","     911052","         75.41"
"TCS","EQ","22-Aug-2016","       2603.50","       2588.00","       2594.45","       2536.30","       2553.50","       2548.70","       2562.14","    1132637","          2901977850.05","      92781","     718184","         63.41"
"TCS","EQ","23-Aug-2016","       2548.70","       2544.95","       2604.95","       2540.20","       2600.40","       2601.05","       2593.41","     751687","          1949428824.75","      46115","     354539","         47.17"
"TCS","EQ","24-Aug-2016","       2601.05","       2589.80","       2602.00","       2569.05","       2570.65","       2572.05","       2579.68","     558439","          1440592513.95","      38751","     347421","         62.21"
"TCS","EQ","25-Aug-2016","       2572.05","       2580.00","       2589.70","       2526.00","       2550.35","       2551.05","       2549.92","     969845","          2473028891.15","      56688","     456774","         47.10"
"TCS","EQ","26-Aug-2016","       2551.05","       2559.80","       2572.55","       2517.20","       2527.25","       2524.95","       2536.81","     625157","          1585906361.05","      44995","     364922","         58.37"
"TCS","EQ","29-Aug-2016","       2524.95","       2534.95","       2534.95","       2466.75","       2508.00","       2500.55","       2489.50","     744364","          1853092003.05","      63254","     441562","         59.32"
"TCS","EQ","30-Aug-2016","       2500.55","       2510.00","       2549.80","       2501.25","       2544.90","       2544.15","       2526.50","     722013","          1824166805.60","      47160","     423968","         58.72"
"TCS","EQ","31-Aug-2016","       2544.15","       2550.00","       2550.00","       2500.85","       2514.70","       2511.30","       2520.29","    1615834","          4072374254.55","      99253","    1249096","         77.30"
"TCS","EQ","01-Sep-2016","       2511.30","       2524.90","       2534.95","       2487.05","       2507.25","       2507.50","       2507.33","     672868","          1687104609.05","      44078","     400069","         59.46"
"TCS","EQ","02-Sep-2016","       2507.50","       2512.00","       2519.40","       2496.05","       2511.00","       2514.80","       2509.99","     871165","          2186618832.50","      54628","     606296","         69.60"
"TCS","EQ","06-Sep-2016","       2514.80","       2519.90","       2520.15","       2480.00","       2484.70","       2484.05","       2492.04","    1119533","          2789923411.35","      82530","     758597","         67.76"
"TCS","EQ","07-Sep-2016","       2484.05","       2499.70","       2499.70","       2423.00","       2452.10","       2440.55","       2463.78","    1927020","          4747759131.50","      69195","    1503719","         78.03"
"TCS","EQ","08-Sep-2016","       2440.55","       2360.00","       2360.00","       2284.75","       2327.70","       2322.10","       2313.11","    3510758","          8120773685.25","     171363","    2176708","         62.00"
"TCS","EQ","09-Sep-2016","       2322.10","       2329.70","       2366.65","       2320.05","       2352.00","       2352.45","       2347.82","    1371219","          3219369765.30","      85766","     817829","         59.64"
"TCS","EQ","12-Sep-2016","       2352.45","       2337.00","       2363.95","       2324.00","       2358.00","       2359.05","       2354.99","    1012227","          2383780254.50","      64982","     619258","         61.18"
"TCS","EQ","14-Sep-2016","       2359.05","       2362.00","       2377.60","       2310.00","       2332.00","       2328.45","       2330.65","    1034929","          2412058421.05","      67854","     671415","         64.88"
"TCS","EQ","15-Sep-2016","       2328.45","       2339.95","       2342.10","       2316.75","       2325.00","       2326.95","       2327.02","    1409482","          3279895507.60","      97602","    1084583","         76.95"
"TCS","EQ","16-Sep-2016","       2326.95","       2336.70","       2376.00","       2320.00","       2368.00","       2361.70","       2346.07","    2179002","          5112089805.15","      78997","    1674552","         76.85"
"TCS","EQ","19-Sep-2016","       2361.70","       2365.00","       2427.00","       2350.00","       2411.00","       2411.45","       2406.04","    1401273","          3371514510.40","      71497","     884522","         63.12"
"TCS","EQ","20-Sep-2016","       2411.45","       2411.00","       2416.90","       2385.40","       2410.00","       2406.50","       2399.05","     592276","          1420897288.85","      43740","     401662","         67.82"
"TCS","EQ","21-Sep-2016","       2406.50","       2407.70","       2424.00","       2400.70","       2412.00","       2413.40","       2412.77","     839010","          2024341871.10","      59572","     560882","         66.85"
"TCS","EQ","22-Sep-2016","       2413.40","       2425.25","       2428.00","       2371.10","       2380.00","       2378.00","       2392.19","    1428787","          3417931996.80","      81643","    1006041","         70.41"
"TCS","EQ","23-Sep-2016","       2378.00","       2382.00","       2403.85","       2371.15","       2400.00","       2398.10","       2394.21","     900363","          2155662160.20","      50857","     652726","         72.50"
"TCS","EQ","26-Sep-2016","       2398.10","       2401.10","       2419.10","       2395.00","       2395.10","       2401.10","       2407.73","     876738","          2110951261.70","      43717","     648502","         73.97"
"TCS","EQ","27-Sep-2016","       2401.10","       2401.10","       2448.00","       2401.10","       2437.00","       2436.10","       2434.59","    1019396","          2481814595.75","      48249","     683235","         67.02"
"TCS","EQ","28-Sep-2016","       2436.10","       2431.00","       2437.50","       2415.20","       2425.00","       2423.05","       2423.88","     865664","          2098266539.35","      31602","     643336","         74.32"
"TCS","EQ","29-Sep-2016","       2423.05","       2435.00","       2456.50","       2419.60","       2437.00","       2437.80","       2435.92","    1801979","          4389480394.65","      59697","    1169580","         64.91"
"TCS","EQ","30-Sep-2016","       2437.80","       2437.05","       2449.80","       2423.10","       2432.20","       2430.80","       2432.55","    1087682","          2645841762.55","      53121","     839140","         77.15"
"TCS","EQ","03-Oct-2016","       2430.80","       2450.00","       2457.65","       2401.10","       2407.50","       2411.70","       2417.11","     909440","          2198220216.80","      50401","     540344","         59.42"
"TCS","EQ","04-Oct-2016","       2411.70","       2420.00","       2425.05","       2398.00","       2407.00","       2405.15","       2408.35","     890359","          2144293642.50","      41266","     639727","         71.85"
"TCS","EQ","05-Oct-2016","       2405.15","       2408.00","       2415.40","       2376.10","       2386.00","       2386.35","       2389.49","     588177","          1405442480.20","      41205","     313066","         53.23"
"TCS","EQ","06-Oct-2016","       2386.35","       2395.00","       2402.40","       2372.75","       2386.85","       2388.75","       2385.27","    1133786","          2704390889.20","      46955","     898741","         79.27"
"TCS","EQ","07-Oct-2016","       2388.75","       2388.00","       2388.00","       2358.20","       2370.00","       2367.80","       2367.26","     908256","          2150080123.70","      45358","     691128","         76.09"
"TCS","EQ","10-Oct-2016","       2367.80","       2369.90","       2386.90","       2355.05","       2380.00","       2380.30","       2372.07","     601071","          1425781482.25","      36640","     315767","         52.53"
"TCS","EQ","13-Oct-2016","       2380.30","       2363.30","       2369.90","       2320.90","       2334.00","       2328.90","       2337.63","    2586667","          6046674509.35","     123215","    1859184","         71.88"
"TCS","EQ","14-Oct-2016","       2328.90","       2315.00","       2387.00","       2291.00","       2370.60","       2366.20","       2344.02","    3870607","          9072767281.50","     128774","    1627517","         42.05"
"TCS","EQ","17-Oct-2016","       2366.20","       2368.90","       2375.80","       2344.40","       2374.95","       2362.45","       2361.60","    1364173","          3221632238.65","      58695","    1030081","         75.51"
"TCS","EQ","18-Oct-2016","       2362.45","       2376.00","       2415.70","       2354.80","       2398.60","       2400.20","       2379.35","    1064316","          2532375052.65","      53519","     685583","         64.42"
"TCS","EQ","19-Oct-2016","       2400.20","       2401.00","       2410.00","       2370.30","       2390.00","       2395.10","       2387.88","     992529","          2370039179.60","      42017","     552107","         55.63"
"TCS","EQ","20-Oct-2016","       2395.10","       2396.90","       2409.35","       2386.00","       2403.00","       2401.15","       2398.87","     632927","          1518311799.50","      37213","     426975","         67.46"
"TCS","EQ","21-Oct-2016","       2401.15","       2400.00","       2431.90","       2398.25","       2430.00","       2428.65","       2420.01","     629830","          1524192231.70","      39667","     414000","         65.73"
"TCS","EQ","24-Oct-2016","       2428.65","       2428.20","       2434.90","       2402.55","       2433.00","       2427.70","       2419.99","     626595","          1516351095.10","      27061","     413384","         65.97"
"TCS","EQ","25-Oct-2016","       2427.70","       2405.00","       2414.60","       2381.00","       2400.00","       2398.45","       2401.02","     886233","          2127866314.35","      40428","     654271","         73.83"
"TCS","EQ","26-Oct-2016","       2398.45","       2398.60","       2402.75","       2372.50","       2383.00","       2396.25","       2387.80","     718565","          1715789228.90","      43564","     468939","         65.26"
"TCS","EQ","27-Oct-2016","       2396.25","       2379.70","       2429.50","       2365.50","       2401.10","       2418.10","       2397.88","    1470801","          3526810416.50","      61880","    1025670","         69.74"
"TCS","EQ","28-Oct-2016","       2418.10","       2410.00","       2415.10","       2388.00","       2398.00","       2398.70","       2400.14","     876051","          2102643083.30","      54342","     644360","         73.55"
"TCS","EQ","30-Oct-2016","       2398.70","       2398.70","       2408.95","       2382.00","       2390.05","       2391.05","       2393.74","      42676","           102155144.10","       3032","      17073","         40.01"
"TCS","EQ","01-Nov-2016","       2391.05","       2399.70","       2399.70","       2334.15","       2359.05","       2350.00","       2371.67","    1467388","          3480153065.05","      70133","    1135398","         77.38"
"TCS","EQ","02-Nov-2016","       2350.00","       2341.00","       2344.00","       2295.00","       2298.75","       2304.05","       2315.05","    1162538","          2691331051.70","      42121","     897174","         77.17"
"TCS","EQ","03-Nov-2016","       2304.05","       2294.00","       2335.00","       2284.50","       2320.00","       2319.45","       2315.15","     731655","          1693891972.55","      48066","     421809","         57.65"
"TCS","EQ","04-Nov-2016","       2319.45","       2320.00","       2336.15","       2294.00","       2330.00","       2330.55","       2313.13","     591876","          1369086822.20","      34571","     395290","         66.79"
"TCS","EQ","07-Nov-2016","       2330.55","       2337.90","       2344.90","       2260.05","       2266.00","       2277.05","       2296.42","    1024026","          2351595556.30","      40066","     772098","         75.40"
"TCS","EQ","08-Nov-2016","       2277.05","       2280.45","       2307.00","       2260.00","       2289.60","       2283.20","       2281.56","     966817","          2205847975.25","      39458","     601804","         62.25"
"TCS","EQ","09-Nov-2016","       2283.20","       2180.00","       2275.00","       2142.85","       2185.80","       2169.85","       2188.73","    2250113","          4924884520.00","      74439","    1232057","         54.76"
"TCS","EQ","10-Nov-2016","       2169.85","       2204.80","       2217.50","       2140.80","       2147.05","       2155.45","       2186.26","    1086213","          2374745077.50","      55736","     622015","         57.26"
"TCS","EQ","11-Nov-2016","       2155.45","       2147.05","       2147.05","       2086.20","       2120.00","       2101.15","       2110.24","    1199212","          2530623362.35","      71253","     735910","         61.37"
"TCS","EQ","15-Nov-2016","       2101.15","       2116.90","       2157.55","       2051.90","       2138.35","       2121.30","       2116.99","    3145162","          6658267757.50","     143796","    2506173","         79.68"
"TCS","EQ","16-Nov-2016","       2121.30","       2145.10","       2208.90","       2138.00","       2187.65","       2189.60","       2189.51","    2009979","          4400863101.35","     143193","    1337046","         66.52"
"TCS","EQ","17-Nov-2016","       2189.60","       2185.00","       2208.60","       2130.15","       2134.05","       2137.20","       2163.54","    1252344","          2709490979.85","      74605","     824922","         65.87"
"TCS","EQ","18-Nov-2016","       2137.20","       2142.00","       2150.00","       2104.20","       2126.20","       2125.10","       2123.04","    1070267","          2272215358.95","      71737","     720264","         67.30"
"TCS","EQ","21-Nov-2016","       2125.10","       2126.20","       2140.00","       2105.00","       2130.00","       2132.90","       2128.57","     896683","          1908655294.55","      63995","     642120","         71.61"
"TCS","EQ","22-Nov-2016","       2132.90","       2132.00","       2177.45","       2122.05","       2142.00","       2135.00","       2147.59","     659430","          1416183728.10","      38866","     358511","         54.37"
"TCS","EQ","23-Nov-2016","       2135.00","       2149.00","       2162.95","       2127.20","       2158.50","       2156.35","       2150.81","     637904","          1372012697.10","      40612","     452131","         70.88"
"TCS","EQ","24-Nov-2016","       2156.35","       2154.90","       2207.60","       2137.00","       2205.00","       2188.45","       2185.41","    1513117","          3306774108.05","      47769","     989064","         65.37"
"TCS","EQ","25-Nov-2016","       2188.45","       2212.00","       2307.25","       2192.20","       2299.80","       2300.35","       2272.25","    2138074","          4858238273.15","     125651","    1308479","         61.20"
"TCS","EQ","28-Nov-2016","       2300.35","       2294.00","       2319.45","       2251.90","       2275.05","       2282.60","       2283.57","     962148","          2197133328.70","      69327","     514849","         53.51"
"TCS","EQ","29-Nov-2016","       2282.60","       2275.00","       2292.00","       2252.55","       2263.00","       2259.85","       2271.38","     721148","          1638001868.35","      60419","     463428","         64.26"
"TCS","EQ","30-Nov-2016","       2259.85","       2265.00","       2294.75","       2242.30","       2275.00","       2276.05","       2272.16","    1722916","          3914748236.95","      88801","    1019099","         59.15"
"TCS","EQ","01-Dec-2016","       2276.05","       2277.00","       2290.00","       2254.05","       2267.00","       2263.45","       2270.78","     561526","          1275100690.75","      48664","     264640","         47.13"
"TCS","EQ","02-Dec-2016","       2263.45","       2258.00","       2270.80","       2205.20","       2229.00","       2221.85","       2233.56","     999016","          2231366449.10","      70395","     643301","         64.39"
"TCS","EQ","05-Dec-2016","       2221.85","       2229.00","       2237.85","       2170.00","       2188.50","       2186.00","       2189.99","    1124763","          2463216081.30","      65000","     713538","         63.44"
"TCS","EQ","06-Dec-2016","       2186.00","       2190.00","       2203.95","       2169.90","       2170.85","       2182.35","       2189.54","     796722","          1744452270.15","      50293","     570135","         71.56"
"TCS","EQ","07-Dec-2016","       2182.35","       2182.20","       2184.45","       2145.65","       2157.90","       2154.55","       2164.31","    1032853","          2235417459.15","      63105","     771170","         74.66"
"TCS","EQ","08-Dec-2016","       2154.55","       2160.50","       2199.00","       2160.00","       2195.00","       2195.75","       2185.77","    1619773","          3540454899.45","      74988","    1378152","         85.08"
"TCS","EQ","09-Dec-2016","       2195.75","       2205.00","       2219.90","       2173.30","       2193.60","       2195.25","       2199.22","     794359","          1746968957.40","      53949","     486502","         61.24"
"TCS","EQ","12-Dec-2016","       2195.25","       2194.80","       2217.60","       2163.00","       2210.00","       2208.20","       2198.33","     655879","          1441837926.90","      43775","     351270","         53.56"
"TCS","EQ","13-Dec-2016","       2208.20","       2218.00","       2218.00","       2183.00","       2210.75","       2200.30","       2199.64","    1073767","          2361901050.20","      58059","     661252","         61.58"
"TCS","EQ","14-Dec-2016","       2200.30","       2214.00","       2224.70","       2189.00","       2208.80","       2207.60","       2207.22","     935183","          2064158980.50","      46920","     678185","         72.52"
"TCS","EQ","15-Dec-2016","       2207.60","       2202.00","       2272.10","       2202.00","       2256.50","       2259.30","       2257.49","    2147705","          4848414375.65","      74707","    1632465","         76.01"
"TCS","EQ","16-Dec-2016","       2259.30","       2277.00","       2290.00","       2252.00","       2284.80","       2282.65","       2275.76","     993615","          2261229516.90","      55542","     701348","         70.59"
"TCS","EQ","19-Dec-2016","       2282.65","       2280.00","       2297.70","       2261.30","       2285.00","       2288.90","       2274.60","     667105","          1517399676.45","      44317","     499245","         74.84"
"TCS","EQ","20-Dec-2016","       2288.90","       2292.00","       2345.00","       2287.05","       2340.00","       2339.30","       2322.69","    1461380","          3394333566.75","      49014","     943670","         64.57"
"TCS","EQ","21-Dec-2016","       2339.30","       2343.80","       2343.80","       2305.60","       2312.00","       2313.60","       2318.50","    1017451","          2358959165.90","      85491","     774330","         76.10"
"TCS","EQ","22-Dec-2016","       2313.60","       2306.00","       2325.00","       2286.20","       2315.60","       2307.70","       2306.01","     934150","          2154160084.70","      47737","     585230","         62.65"
"TCS","EQ","23-Dec-2016","       2307.70","       2300.00","       2317.75","       2278.80","       2285.00","       2288.10","       2295.23","     559477","          1284126905.25","      42554","     331694","         59.29"
"TCS","EQ","26-Dec-2016","       2288.10","       2266.00","       2301.60","       2266.00","       2296.85","       2293.10","       2290.60","     448704","          1027802299.80","      29524","     213160","         47.51"
